chapter,stage,normal_power,normal_boss,normal_code,normal_type,hard_power,hard_boss,hard_code,hard_type,story,notes
40,22B-1,607620,,수냉,섬멸전,2284700,,수냉,섬멸전,,
40,22A-2,608495,,수냉,섬멸전,2287425,,수냉,섬멸전,,
40,22B-2,608495,,수냉,섬멸전,2287425,,수냉,섬멸전,,
40,23,609370,,수냉,,2290150,,수냉,,,
40,24,610245,,수냉,,2292875,,수냉,,,
40,25,611865,,수냉,,2297425,,수냉,,○,
40,26,612740,,수냉,,2300150,,수냉,,,
40,27,613615,,수냉,,2302875,,수냉,,,
40,28,615235,,수냉,,2307425,,수냉,,○,
40,28A-1,616110,,수냉,섬멸전,2310150,,수냉,섬멸전,,
40,28B-1,616110,,수냉,섬멸전,2310150,,수냉,섬멸전,,
40,28A-2,616985,,수냉,섬멸전,2312875,,수냉,섬멸전,,
40,28B-2,616985,,수냉,섬멸전,2312875,,수냉,섬멸전,,
40,29,617860,,수냉,,2315600,,수냉,,,
40,30,618735,,수냉,,2318325,,수냉,,,
40,31,620355,,수냉,,2322875,,수냉,,○,
40,EX스테이지,400레벨 고정,타이피스,작열,EX보스전,600레벨 고정,타이피스,작열,EX보스전,,
40,32,621230,,수냉,,2325600,,수냉,,,
40,33,622850,,수냉,,2330150,,수냉,,○,
40,34,623725,,수냉,,2332875,,수냉,,,
40,35,624600,,수냉,,2335600,,수냉,,,
40,36,627500,지즈,작열,보스전,2343000,지즈,작열,보스전,○,
41,1,627500,,작열,,2343000,,작열,,○,
41,2,627780,,작열,,2346000,,작열,,,
41,3,628060,,작열,,2349000,,작열,,,
41,4,628955,,작열,,2353375,,작열,,○,
41,5,629235,,작열,,2356375,,작열,,,
41,6,629515,,작열,,2359375,,작열,,,
41,7,629795,,작열,,2362375,,작열,,,
41,8,630075,,작열,,2365375,,작열,,,
41,9,630355,,작열,,2368375,,작열,,,
41,10,630635,,작열,,2371375,,작열,,,
41,11,630915,,작열,,2374375,,작열,,,
41,12,631195,,작열,,2377375,,작열,,,
41,13,631475,,작열,,2380375,,작열,,,
41,14,632370,,작열,,2384750,,작열,,○,
41,15,632650,,작열,,2387750,,작열,,,
41,16,632930,,작열,,2390750,,작열,,,
41,17,633825,,작열,,2395125,,작열,,○,
41,EX스테이지,410레벨 고정,,풍압,EX저지전,620레벨 고정,,풍압,EX저지전,,
41,17A-1,634105,,작열,거점방어전,2398125,,작열,거점방어전,,
41,17B-1,634105,,작열,저지전,2398125,,작열,저지전,,
41,17A-2,634385,,작열,거점방어전,2401125,,작열,거점방어전,,
41,17B-2,634385,,작열,저지전,2401125,,작열,저지전,,
41,18,634665,,작열,,2404125,,작열,,,
41,19,634945,,작열,,2407125,,작열,,,
41,20,635840,베히모스,전격,보스전,2411500,베히모스,전격,보스전,○,
41,21,636120,,작열,,2414500,,작열,,,
41,22,636400,,작열,,2417500,,작열,,,
41,23,636680,,작열,,2420500,,작열,,,
41,24,636960,,작열,,2423500,,작열,,,
41,25,637855,지즈,작열,보스전,2427875,지즈,작열,보스전,○,
41,26,638135,,작열,,2430875,,작열,,,
41,27,638415,,작열,,2433875,,작열,,,
41,28,639310,,작열,,2438250,,작열,,○,
41,29,639590,,작열,,2441250,,작열,,,
41,30,639870,,작열,,2444250,,작열,,,
41,31,640150,,작열,,2447250,,작열,,,
41,32,640430,,작열,,2450250,,작열,,,
41,33,640710,,작열,,2453250,,작열,,,
41,34,641605,,작열,,2457625,,작열,,○,
41,35,641885,,작열,,2460625,,작열,,,
41,36,642165,,작열,,2463625,,작열,,,
41,37,642445,,작열,,2466625,,작열,,,
41,EX스테이지,410레벨 고정,두리안,풍압,EX보스전,620레벨 고정,두리안,풍압,EX보스전,,
41,38,642725,,작열,,2469625,,작열,,,
41,39,643005,,작열,,2472625,,작열,,,
41,40,643900,툼스톤,풍압,보스전,2477000,툼스톤,풍압,보스전,○,
42,1,643900,,작열,,2477000,,작열,,,
42,2,644735,,작열,,2480300,,작열,,,
42,3,646055,,작열,,2483900,,작열,,○,
42,4,646890,,작열,,2487200,,작열,,,
42,5,647725,,작열,,2490500,,작열,,,
42,6,648560,,작열,,2493800,,작열,,,
42,7,649395,,작열,,2497100,,작열,,,
42,8,650230,,작열,,2500400,,작열,,,
42,9,651065,,작열,,2503700,,작열,,,
42,10,652385,,작열,,2503700,,작열,,○,
42,11,653220,,작열,,2510600,,작열,,,
42,12,654055,,작열,,2513900,,작열,,,
42,13,655375,글러트니,작열,보스전,2517500,글러트니,작열,보스전,○,
42,14,656210,,작열,,2520800,,작열,,,
42,15,657045,,작열,,2524100,,작열,,,
42,16,657880,,작열,,2527400,,작열,,,
42,17,658715,,작열,,2530700,,작열,,,
42,18,659550,,작열,,2534000,,작열,,,
42,19,660385,,작열,,2537300,,작열,,,
42,20,661220,,작열,,2540600,,작열,,,
42,21,662055,,작열,,2543900,,작열,,,
42,22,662890,,작열,,2547200,,작열,,,
42,23,664210,,작열,,2550800,,작열,,○,
42,EX스테이지,410레벨 고정,,작열,EX거점방어전,620레벨 고정,,작열,EX거점방어전,,
42,24,665045,,작열,,2554100,,작열,,,
42,25,665880,,작열,,2557400,,작열,,,
42,26,666715,,작열,,2560700,,작열,,,
42,27,667550,,작열,,2564000,,작열,,,
42,28,668385,,작열,,2567300,,작열,,,
42,29,669705,,작열,,2570900,,작열,,○,
42,30,670540,,작열,,2574200,,작열,,,
42,31,671375,,작열,,2577500,,작열,,,
42,32,672210,,작열,,2580800,,작열,,,
42,33,673045,,작열,,2584100,,작열,,,
42,34,673880,,작열,,2587400,,작열,,,
42,35,674715,,작열,,2590700,,작열,,,
42,36,675550,,작열,,2594000,,작열,,,
42,37,676870,,작열,,2597600,,작열,,○,
42,38,677705,,작열,,2600900,,작열,,,
42,39,678540,,작열,,2604200,,작열,,,
42,40,679375,,작열,,2607500,,작열,,,
42,41,680210,,작열,,2610800,,작열,,,
42,EX스테이지,410레벨 고정,리빌드 오벨리스크,작열,EX보스전,620레벨 고정,리빌드 오벨리스크,작열,EX보스전,,
42,42,681045,,작열,,2614100,,작열,,,
42,43,681880,,작열,,2617400,,작열,,,
42,44,683200,온리 원,수냉,보스전,2621000,온리 원,수냉,보스전,○,
43,1,683200,,풍압,,2621000,,풍압,,,
43,2,683400,,풍압,,2623000,,풍압,,○,
43,3,683600,,풍압,,2625000,,풍압,,,
43,4,684300,,풍압,,2631000,,풍압,,○,
43,5,684500,,풍압,,2633000,,풍압,,,
43,6,684700,,풍압,,2635000,,풍압,,,
43,7,685400,,풍압,,2641000,,풍압,,○,
43,8,685600,,풍압,,2643000,,풍압,,,
43,9,685800,,풍압,,2645000,,풍압,,,
43,10,686500,,풍압,,2651000,,풍압,,○,
43,11,686700,,풍압,,2653000,,풍압,,,
43,12,686900,,풍압,,2655000,,풍압,,,
43,13,687600,,풍압,,2661000,,풍압,,○,
43,14,687800,,풍압,,2663000,,풍압,,,
43,15,688000,,풍압,,2665000,,풍압,,,
43,16,688700,,풍압,,2671000,,풍압,,○,
43,EX스테이지,420레벨 고정,,풍압,EX섬멸전,640레벨 고정,,풍압,EX섬멸전,,
43,17,688900,,풍압,,2673000,,풍압,,,
43,18,689100,,풍압,,2675000,,풍압,,,
43,19,689800,,풍압,,2681000,,풍압,,○,
43,20,690000,,풍압,,2683000,,풍압,,,
43,21,690200,,풍압,,2685000,,풍압,,,
43,22,690900,,풍압,,2691000,,풍압,,○,
43,23,691100,,풍압,,2693000,,풍압,,,
43,24,691300,,풍압,,2694000,,풍압,,,
43,24A-1,691500,,풍압,저지전,2696000,,풍압,저지전,,
43,24B-1,691500,,풍압,거점방어전,2696000,,풍압,거점방어전,,
43,24A-2,691700,,풍압,저지전,2698000,,풍압,저지전,,
43,24B-2,691700,,풍압,거점방어전,2698000,,풍압,거점방어전,,
43,25,691900,,풍압,,2700000,,풍압,,,
43,26,692100,,풍압,,2702000,,풍압,,,
43,27,692800,,풍압,,2707000,,풍압,,○,
43,28,693500,,풍압,,2712000,,풍압,,○,
43,29,693700,,풍압,,2714000,,풍압,,,
43,30,693900,,풍압,,2716000,,풍압,,,
43,31,694600,,풍압,,2721000,,풍압,,○,
43,32,694800,,풍압,,2723000,,풍압,,,
43,33,695000,,풍압,,2725000,,풍압,,,
43,34,695700,,풍압,,2731000,,풍압,,○,
43,35,695900,,풍압,,2733000,,풍압,,,
43,36,696600,,풍압,,2739000,,풍압,,○,
43,37,696800,,풍압,,2741000,,풍압,,,
43,38,697500,,풍압,,2747000,,풍압,,○,
43,EX스테이지,420레벨 고정,리빌드 빅 토르소,풍압,EX보스전,640레벨 고정,리빌드 빅 토르소,풍압,EX보스전,,
43,39,697700,,풍압,,2749000,,풍압,,,
43,40,699400,헤비메탈,풍압,보스전,2770000,헤비메탈,풍압,보스전,○,
44,1,699400,,풍압,,2769060,,풍압,,,
44,2,700320,,풍압,,2772380,,풍압,,,
44,3,702100,,풍압,,2778580,,풍압,,○,
44,4,703020,,풍압,,2781900,,풍압,,,
44,5,703940,,풍압,,2785220,,풍압,,,
44,6,704860,,풍압,,2788540,,풍압,,,
44,7,705780,,풍압,,2791860,,풍압,,,
44,8,706700,,풍압,,2795180,,풍압,,,
44,9,708480,,풍압,,2801380,,풍압,,○,
44,10,709400,,풍압,,2804700,,풍압,,,
44,11,710320,,풍압,,2808020,,풍압,,,
44,12,711240,,풍압,,2811340,,풍압,,,
44,13,712160,,풍압,,2814660,,풍압,,,
44,14,713080,,풍압,,2817980,,풍압,,,
44,15,714860,,풍압,,2824180,,풍압,,○,
44,EX스테이지,420레벨 고정,,철갑,EX저지전,640레벨 고정,,철갑,EX저지전,,
44,16,715780,,풍압,,2827500,,풍압,,,
44,17,716700,,풍압,,2830820,,풍압,,,
44,17A-1,717620,,풍압,거점방어전,2834140,,풍압,거점방어전,,
44,17B-1,717620,,풍압,저지전,2834140,,풍압,저지전,,
44,17A-2,718540,,풍압,거점방어전,2837460,,풍압,거점방어전,,
44,17B-2,718540,,풍압,저지전,2837460,,풍압,저지전,,
44,18,719460,,풍압,,2840780,,풍압,,,
44,19,720380,,풍압,,2844100,,풍압,,,
44,20,722160,,풍압,,2850300,,풍압,,○,
44,21,723080,,풍압,,2853620,,풍압,,,
44,22,724000,,풍압,,2856940,,풍압,,,
44,23,724920,,풍압,,2860260,,풍압,,,
44,24,725840,,풍압,,2863580,,풍압,,,
44,25,727620,,풍압,,2869780,,풍압,,○,
44,26,728540,,풍압,,2873100,,풍압,,,
44,27,729460,,풍압,,2876420,,풍압,,,
44,28,730380,,풍압,,2879740,,풍압,,,
44,29,731300,,풍압,,2883060,,풍압,,,
44,30,733080,,풍압,,2889260,,풍압,,○,
44,EX스테이지,420레벨 고정,글러트니,작열,EX보스전,640레벨 고정,글러트니,작열,EX보스전,,
44,30A-1,734000,,풍압,저지전,2892580,,풍압,저지전,,
44,30B-1,734000,,풍압,거점방어전,2892580,,풍압,거점방어전,,
44,30A-2,734920,,풍압,저지전,2895900,,풍압,저지전,,
44,30B-2,734920,,풍압,거점방어전,2895900,,풍압,거점방어전,,
44,31,735840,,풍압,,2899220,,풍압,,,
44,32,736760,,풍압,,2902540,,풍압,,,
44,33,738540,,풍압,,2908740,,풍압,,○,
44,34,739460,,풍압,,2912060,,풍압,,,
44,35,740380,,풍압,,2915380,,풍압,,,
44,36,742800,앨트루이아,철갑,보스전,2923630,앨트루이아,철갑,보스전,○,
45,1,742800,,철갑,,2923600,,철갑,,○,
45,2,743100,,철갑,,2927300,,철갑,,,
45,3,743400,,철갑,,2931000,,철갑,,,
45,4,744300,,철갑,,2936000,,철갑,,○,
45,5,744600,,철갑,,2939700,,철갑,,,
45,6,744900,,철갑,,2943400,,철갑,,,
45,6A-1,745200,,철갑,거점방어전,2947100,,철갑,거점방어전,,
45,6B-1,745200,,철갑,저지전,2947100,,철갑,저지전,,
45,6A-2,745500,,철갑,거점방어전,2952100,,철갑,거점방어전,,
45,6B-2,745500,,철갑,저지전,2952100,,철갑,저지전,,
45,7,745800,,철갑,,2955800,,철갑,,,
45,8,746100,,철갑,,2959500,,철갑,,,
45,9,747000,,철갑,,2964500,,철갑,,○,
45,10,747300,,철갑,,2968200,,철갑,,,
45,11,748200,,철갑,,2973200,,철갑,,○,
45,EX스테이지,430레벨 고정,,전격,EX거점방어전,640레벨 고정,,전격,EX거점방어전,,
45,11A-1,748500,,철갑,거점방어전,2976900,,철갑,거점방어전,,
45,11B-1,748500,,철갑,저지전,2976900,,철갑,저지전,,
45,11A-2,748800,,철갑,거점방어전,2980600,,철갑,거점방어전,,
45,11B-2,748800,,철갑,저지전,2980600,,철갑,저지전,,
45,12,749100,,철갑,,2984300,,철갑,,,
45,13,749400,,철갑,,2988000,,철갑,,,
45,14,750300,,철갑,,2993000,,철갑,,○,
45,15,750600,,철갑,,2996700,,철갑,,,
45,16,750900,,철갑,,3000400,,철갑,,,
45,17,751800,,철갑,,3005400,,철갑,,○,
45,18,752100,,철갑,,3009100,,철갑,,,
45,19,752400,,철갑,,3012800,,철갑,,,
45,20,753300,,철갑,,3017800,,철갑,,○,
45,21,753600,,철갑,,3021500,,철갑,,,
45,22,753900,,철갑,,3025200,,철갑,,,
45,23,754800,,철갑,,3030200,,철갑,,○,
45,24,755100,,철갑,,3033900,,철갑,,,
45,25,755400,,철갑,,3037600,,철갑,,,
45,26,756300,,철갑,,3042600,,철갑,,○,
45,26A-1,756600,,철갑,거점방어전,3046300,,철갑,거점방어전,,
45,26B-1,756600,,철갑,저지전,3046300,,철갑,저지전,,
45,26A-2,756900,,철갑,거점방어전,3050000,,철갑,거점방어전,,
45,26B-2,756900,,철갑,저지전,3050000,,철갑,저지전,,
45,27,757200,,철갑,,3053700,,철갑,,,
45,28,757500,,철갑,,3057400,,철갑,,,
45,29,758400,,철갑,,3062400,,철갑,,○,
45,EX스테이지,430레벨 고정,랜드 이터,전격,EX보스전,640레벨 고정,랜드 이터,전격,EX보스전,,
45,30,758700,,철갑,,3066100,,철갑,,,
45,31,759000,,철갑,,3069800,,철갑,,,
45,32,760400,머슬 토드,전격,보스전,3086800,머슬 토드,전격,보스전,○,
46,1,760400,,철갑,,3086800,,철갑,,,
46,2,761300,,철갑,,3089700,,철갑,,,
46,3,763000,,철갑,,3096900,,철갑,,○,
46,4,763900,,철갑,,3099800,,철갑,,,
46,5,764800,,철갑,,3102700,,철갑,,,
46,6,765700,,철갑,,3105600,,철갑,,,
46,7,766600,,철갑,,3108500,,철갑,,,
46,8,768300,,철갑,,3115700,,철갑,,○,
46,9,769200,,철갑,,3118600,,철갑,,,
46,10,770100,,철갑,,3121500,,철갑,,,
46,11,771800,,철갑,,3128700,,철갑,,○,
46,12,772700,,철갑,,3131600,,철갑,,,
46,13,773600,,철갑,,3134500,,철갑,,,
46,14,775300,,철갑,,3141700,,철갑,,○,
46,14A-1,776200,,철갑,저지전,3144600,,철갑,저지전,,
46,14B-1,776200,,철갑,거점방어전,3144600,,철갑,거점방어전,,
46,14A-2,777100,,철갑,저지전,3147500,,철갑,저지전,,
46,14B-2,777100,,철갑,거점방어전,3147500,,철갑,거점방어전,,
46,15,778000,,철갑,,3150400,,철갑,,,
46,16,778900,,철갑,,3153300,,철갑,,,
46,17,780600,,철갑,,3160500,,철갑,,○,
46,EX스테이지,430레벨 고정,,전격,EX저지전,660레벨 고정,,전격,EX저지전,,
46,18,781500,,철갑,,3163400,,철갑,,,
46,19,782400,,철갑,,3166300,,철갑,,,
46,20,783300,,철갑,,3169200,,철갑,,,
46,21,784200,,철갑,,3172100,,철갑,,,
46,22,785900,,철갑,,3179300,,철갑,,○,
46,23,786800,,철갑,,3182200,,철갑,,,
46,24,787700,,철갑,,3185100,,철갑,,,
46,25,788600,,철갑,,3188000,,철갑,,,
46,EX스테이지,430레벨 고정,랜드 이터,전격,EX보스전,660레벨 고정,랜드 이터,전격,EX보스전,,
46,26,789500,,철갑,,3190900,,철갑,,,
46,27,790400,,철갑,,3193800,,철갑,,,
46,28,792100,,철갑,,3201000,,철갑,,○,
46,29,793000,,철갑,,3203900,,철갑,,,
46,30,793900,,철갑,,3206800,,철갑,,,
46,31,794800,,철갑,,3209700,,철갑,,,
46,32,795700,,철갑,,3212600,,철갑,,,
46,33,796600,,철갑,,3215500,,철갑,,,
46,34,798300,,철갑,,3222700,,철갑,,○,
46,35,799200,,철갑,,3225600,,철갑,,,
46,36,800100,,철갑,,3228500,,철갑,,,
46,37,801800,,철갑,,3235700,,철갑,,○,
46,38,802700,,철갑,,3238600,,철갑,,,
46,39,803600,,철갑,,3241500,,철갑,,,
46,40,806900,에고비스타,전격,보스전,3257350,에고비스타,전격,보스전,○,
